id,dteday,season,month,hour,is_holiday,weekday,is_workingday,weather_situation,count
3873,2011-06-15,2,6,6,0,3,1,1,121
3874,2011-06-15,2,6,7,0,3,1,1,370
3875,2011-06-15,2,6,8,0,3,1,1,498
3876,2011-06-15,2,6,9,0,3,1,1,207
3877,2011-06-15,2,6,10,0,3,1,1,135
3878,2011-06-15,2,6,11,0,3,1,1,164
3879,2011-06-15,2,6,12,0,3,1,1,211
3880,2011-06-15,2,6,13,0,3,1,1,189
3881,2011-06-15,2,6,14,0,3,1,1,178
3882,2011-06-15,2,6,15,0,3,1,1,164
3883,2011-06-15,2,6,16,0,3,1,1,312
3884,2011-06-15,2,6,17,0,3,1,1,638
3885,2011-06-15,2,6,18,0,3,1,1,607
3886,2011-06-15,2,6,19,0,3,1,1,416
3887,2011-06-15,2,6,20,0,3,1,1,330
3888,2011-06-15,2,6,21,0,3,1,1,257
3889,2011-06-15,2,6,22,0,3,1,1,175
3890,2011-06-15,2,6,23,0,3,1,1,107
3891,2011-06-16,2,6,0,0,4,1,1,47
3892,2011-06-16,2,6,1,0,4,1,1,17
3893,2011-06-16,2,6,2,0,4,1,1,5
3894,2011-06-16,2,6,3,0,4,1,2,4
3895,2011-06-16,2,6,4,0,4,1,2,6
3896,2011-06-16,2,6,5,0,4,1,1,25
3897,2011-06-16,2,6,6,0,4,1,3,112
3898,2011-06-16,2,6,7,0,4,1,3,188
3899,2011-06-16,2,6,8,0,4,1,2,388
3900,2011-06-16,2,6,9,0,4,1,2,261
3901,2011-06-16,2,6,10,0,4,1,2,121
3902,2011-06-16,2,6,11,0,4,1,2,150
3903,2011-06-16,2,6,12,0,4,1,1,206
3904,2011-06-16,2,6,13,0,4,1,2,151
3905,2011-06-16,2,6,14,0,4,1,2,153
3906,2011-06-16,2,6,15,0,4,1,2,159
3907,2011-06-16,2,6,16,0,4,1,3,294
3908,2011-06-16,2,6,17,0,4,1,2,272
3909,2011-06-16,2,6,18,0,4,1,1,325
3910,2011-06-16,2,6,19,0,4,1,1,327
3911,2011-06-16,2,6,20,0,4,1,1,201
3912,2011-06-16,2,6,21,0,4,1,3,188
3913,2011-06-16,2,6,22,0,4,1,3,151
3914,2011-06-16,2,6,23,0,4,1,3,16
3915,2011-06-17,2,6,0,0,5,1,1,24
3916,2011-06-17,2,6,1,0,5,1,1,23
3917,2011-06-17,2,6,2,0,5,1,1,13
3918,2011-06-17,2,6,3,0,5,1,1,6
3919,2011-06-17,2,6,4,0,5,1,1,6
3920,2011-06-17,2,6,5,0,5,1,1,13
3921,2011-06-17,2,6,6,0,5,1,1,97
3922,2011-06-17,2,6,7,0,5,1,1,250
3923,2011-06-17,2,6,8,0,5,1,2,454
3924,2011-06-17,2,6,9,0,5,1,1,224
3925,2011-06-17,2,6,10,0,5,1,1,170
3926,2011-06-17,2,6,11,0,5,1,1,181
3927,2011-06-17,2,6,12,0,5,1,1,243
3928,2011-06-17,2,6,13,0,5,1,1,204
3929,2011-06-17,2,6,14,0,5,1,1,215
3930,2011-06-17,2,6,15,0,5,1,1,243
3931,2011-06-17,2,6,16,0,5,1,1,355
3932,2011-06-17,2,6,17,0,5,1,3,552
3933,2011-06-17,2,6,18,0,5,1,3,450
3934,2011-06-17,2,6,19,0,5,1,3,328
3935,2011-06-17,2,6,20,0,5,1,1,232
3936,2011-06-17,2,6,21,0,5,1,1,208
3937,2011-06-17,2,6,22,0,5,1,1,175
3938,2011-06-17,2,6,23,0,5,1,1,178
3939,2011-06-18,2,6,0,0,6,0,1,104
3940,2011-06-18,2,6,1,0,6,0,1,95
3941,2011-06-18,2,6,2,0,6,0,1,53
3942,2011-06-18,2,6,3,0,6,0,1,20
3943,2011-06-18,2,6,4,0,6,0,1,5
3944,2011-06-18,2,6,5,0,6,0,1,7
3945,2011-06-18,2,6,6,0,6,0,1,27
3946,2011-06-18,2,6,7,0,6,0,1,57
3947,2011-06-18,2,6,8,0,6,0,1,131
3948,2011-06-18,2,6,9,0,6,0,1,218
3949,2011-06-18,2,6,10,0,6,0,1,244
3950,2011-06-18,2,6,11,0,6,0,1,404
3951,2011-06-18,2,6,12,0,6,0,1,420
3952,2011-06-18,2,6,13,0,6,0,1,327
3953,2011-06-18,2,6,14,0,6,0,2,334
3954,2011-06-18,2,6,15,0,6,0,2,367
3955,2011-06-18,2,6,16,0,6,0,2,468
3956,2011-06-18,2,6,17,0,6,0,2,449
3957,2011-06-18,2,6,18,0,6,0,2,381
3958,2011-06-18,2,6,19,0,6,0,2,326
3959,2011-06-18,2,6,20,0,6,0,2,188
3960,2011-06-18,2,6,21,0,6,0,2,183
3961,2011-06-18,2,6,22,0,6,0,2,161
3962,2011-06-18,2,6,23,0,6,0,2,150
3963,2011-06-19,2,6,0,0,0,0,1,89
3964,2011-06-19,2,6,1,0,0,0,2,76
3965,2011-06-19,2,6,2,0,0,0,1,72
3966,2011-06-19,2,6,3,0,0,0,2,30
3967,2011-06-19,2,6,4,0,0,0,2,17
3968,2011-06-19,2,6,5,0,0,0,2,19
3969,2011-06-19,2,6,6,0,0,0,2,33
3970,2011-06-19,2,6,7,0,0,0,2,71
3971,2011-06-19,2,6,8,0,0,0,3,84
3972,2011-06-19,2,6,9,0,0,0,2,169
3973,2011-06-19,2,6,10,0,0,0,2,244
3974,2011-06-19,2,6,11,0,0,0,2,377
3975,2011-06-19,2,6,12,0,0,0,2,396
3976,2011-06-19,2,6,13,0,0,0,2,363
3977,2011-06-19,2,6,14,0,0,0,3,317
3978,2011-06-19,2,6,15,0,0,0,2,362
3979,2011-06-19,2,6,16,0,0,0,2,378
3980,2011-06-19,2,6,17,0,0,0,1,397
3981,2011-06-19,2,6,18,0,0,0,2,296
3982,2011-06-19,2,6,19,0,0,0,1,311
3983,2011-06-19,2,6,20,0,0,0,1,232
3984,2011-06-19,2,6,21,0,0,0,1,167
3985,2011-06-19,2,6,22,0,0,0,1,152
3986,2011-06-19,2,6,23,0,0,0,1,92
3987,2011-06-20,2,6,0,0,1,1,1,26
3988,2011-06-20,2,6,1,0,1,1,1,12
3989,2011-06-20,2,6,2,0,1,1,1,2
3990,2011-06-20,2,6,3,0,1,1,3,1
3991,2011-06-20,2,6,4,0,1,1,3,3
3992,2011-06-20,2,6,5,0,1,1,3,3
3993,2011-06-20,2,6,6,0,1,1,3,26
3994,2011-06-20,2,6,7,0,1,1,3,46
3995,2011-06-20,2,6,8,0,1,1,3,221
3996,2011-06-20,2,6,9,0,1,1,2,219
3997,2011-06-20,2,6,10,0,1,1,2,91
3998,2011-06-20,2,6,11,0,1,1,2,94
3999,2011-06-20,2,6,12,0,1,1,2,162
4000,2011-06-20,2,6,13,0,1,1,1,179
4001,2011-06-20,2,6,14,0,1,1,1,175
4002,2011-06-20,2,6,15,0,1,1,1,205
4003,2011-06-20,2,6,16,0,1,1,1,299
4004,2011-06-20,2,6,17,0,1,1,1,565
4005,2011-06-20,2,6,18,0,1,1,1,538
4006,2011-06-20,2,6,19,0,1,1,1,431
4007,2011-06-20,2,6,20,0,1,1,1,316
4008,2011-06-20,2,6,21,0,1,1,1,206
4009,2011-06-20,2,6,22,0,1,1,2,130
4010,2011-06-20,2,6,23,0,1,1,1,60
4011,2011-06-21,3,6,0,0,2,1,1,33
4012,2011-06-21,3,6,1,0,2,1,3,14
4013,2011-06-21,3,6,2,0,2,1,3,6
4014,2011-06-21,3,6,3,0,2,1,3,2
4015,2011-06-21,3,6,4,0,2,1,2,9
4016,2011-06-21,3,6,5,0,2,1,2,25
4017,2011-06-21,3,6,6,0,2,1,2,115
4018,2011-06-21,3,6,7,0,2,1,2,309
4019,2011-06-21,3,6,8,0,2,1,2,401
4020,2011-06-21,3,6,9,0,2,1,2,275
4021,2011-06-21,3,6,10,0,2,1,2,161
4022,2011-06-21,3,6,11,0,2,1,1,171
4023,2011-06-21,3,6,12,0,2,1,1,189
4024,2011-06-21,3,6,13,0,2,1,1,207
4025,2011-06-21,3,6,14,0,2,1,1,152
4026,2011-06-21,3,6,15,0,2,1,1,170
4027,2011-06-21,3,6,16,0,2,1,1,335
4028,2011-06-21,3,6,17,0,2,1,1,572
4029,2011-06-21,3,6,18,0,2,1,2,536
4030,2011-06-21,3,6,19,0,2,1,2,425
4031,2011-06-21,3,6,20,0,2,1,3,326
4032,2011-06-21,3,6,21,0,2,1,1,229
4033,2011-06-21,3,6,22,0,2,1,1,109
4034,2011-06-21,3,6,23,0,2,1,1,64
4035,2011-06-22,3,6,0,0,3,1,1,33
4036,2011-06-22,3,6,1,0,3,1,1,21
4037,2011-06-22,3,6,2,0,3,1,1,7
4038,2011-06-22,3,6,3,0,3,1,1,7
4039,2011-06-22,3,6,4,0,3,1,1,11
4040,2011-06-22,3,6,5,0,3,1,1,23
4041,2011-06-22,3,6,6,0,3,1,1,122
4042,2011-06-22,3,6,7,0,3,1,1,311
4043,2011-06-22,3,6,8,0,3,1,1,423
4044,2011-06-22,3,6,9,0,3,1,1,219
4045,2011-06-22,3,6,10,0,3,1,1,135
4046,2011-06-22,3,6,11,0,3,1,1,145
4047,2011-06-22,3,6,12,0,3,1,2,188
4048,2011-06-22,3,6,13,0,3,1,2,147
4049,2011-06-22,3,6,14,0,3,1,2,145
4050,2011-06-22,3,6,15,0,3,1,2,146
4051,2011-06-22,3,6,16,0,3,1,2,258
4052,2011-06-22,3,6,17,0,3,1,2,529
4053,2011-06-22,3,6,18,0,3,1,2,513
4054,2011-06-22,3,6,19,0,3,1,2,342
4055,2011-06-22,3,6,20,0,3,1,1,282
4056,2011-06-22,3,6,21,0,3,1,1,247
4057,2011-06-22,3,6,22,0,3,1,2,148
4058,2011-06-22,3,6,23,0,3,1,2,105
4059,2011-06-23,3,6,0,0,4,1,1,49
4060,2011-06-23,3,6,1,0,4,1,1,31
4061,2011-06-23,3,6,2,0,4,1,1,4
4062,2011-06-23,3,6,3,0,4,1,2,5
4063,2011-06-23,3,6,4,0,4,1,2,7
4064,2011-06-23,3,6,5,0,4,1,1,24
4065,2011-06-23,3,6,6,0,4,1,1,100
4066,2011-06-23,3,6,7,0,4,1,2,327
4067,2011-06-23,3,6,8,0,4,1,2,432
4068,2011-06-23,3,6,9,0,4,1,2,227
4069,2011-06-23,3,6,10,0,4,1,2,127
4070,2011-06-23,3,6,11,0,4,1,3,136
4071,2011-06-23,3,6,12,0,4,1,2,160
4072,2011-06-23,3,6,13,0,4,1,2,186
4073,2011-06-23,3,6,14,0,4,1,2,149
4074,2011-06-23,3,6,15,0,4,1,2,189
4075,2011-06-23,3,6,16,0,4,1,2,275
4076,2011-06-23,3,6,17,0,4,1,2,569
4077,2011-06-23,3,6,18,0,4,1,1,540
4078,2011-06-23,3,6,19,0,4,1,1,400
4079,2011-06-23,3,6,20,0,4,1,1,352
4080,2011-06-23,3,6,21,0,4,1,1,234
4081,2011-06-23,3,6,22,0,4,1,2,162
4082,2011-06-23,3,6,23,0,4,1,1,105
4083,2011-06-24,3,6,0,0,5,1,1,63
4084,2011-06-24,3,6,1,0,5,1,1,28
4085,2011-06-24,3,6,2,0,5,1,1,14
4086,2011-06-24,3,6,3,0,5,1,1,5
4087,2011-06-24,3,6,4,0,5,1,1,9
4088,2011-06-24,3,6,5,0,5,1,1,20
4089,2011-06-24,3,6,6,0,5,1,1,91
4090,2011-06-24,3,6,7,0,5,1,2,268
4091,2011-06-24,3,6,8,0,5,1,1,466
4092,2011-06-24,3,6,9,0,5,1,1,231
4093,2011-06-24,3,6,10,0,5,1,1,145
4094,2011-06-24,3,6,11,0,5,1,1,203
4095,2011-06-24,3,6,12,0,5,1,1,201
4096,2011-06-24,3,6,13,0,5,1,1,221
4097,2011-06-24,3,6,14,0,5,1,1,229
4098,2011-06-24,3,6,15,0,5,1,1,216
4099,2011-06-24,3,6,16,0,5,1,1,327
4100,2011-06-24,3,6,17,0,5,1,1,557
4101,2011-06-24,3,6,18,0,5,1,1,452
4102,2011-06-24,3,6,19,0,5,1,1,385
4103,2011-06-24,3,6,20,0,5,1,1,288
4104,2011-06-24,3,6,21,0,5,1,1,233
4105,2011-06-24,3,6,22,0,5,1,1,167
4106,2011-06-24,3,6,23,0,5,1,1,172
4107,2011-06-25,3,6,0,0,6,0,1,116
4108,2011-06-25,3,6,1,0,6,0,1,95
4109,2011-06-25,3,6,2,0,6,0,2,59
4110,2011-06-25,3,6,3,0,6,0,1,39
4111,2011-06-25,3,6,4,0,6,0,1,11
4112,2011-06-25,3,6,5,0,6,0,1,14
4113,2011-06-25,3,6,6,0,6,0,1,29
4114,2011-06-25,3,6,7,0,6,0,1,42
4115,2011-06-25,3,6,8,0,6,0,1,112
4116,2011-06-25,3,6,9,0,6,0,1,186
4117,2011-06-25,3,6,10,0,6,0,1,302
4118,2011-06-25,3,6,11,0,6,0,1,331
4119,2011-06-25,3,6,12,0,6,0,1,392
4120,2011-06-25,3,6,13,0,6,0,1,371
4121,2011-06-25,3,6,14,0,6,0,1,383
4122,2011-06-25,3,6,15,0,6,0,1,392
4123,2011-06-25,3,6,16,0,6,0,1,410
4124,2011-06-25,3,6,17,0,6,0,1,399
4125,2011-06-25,3,6,18,0,6,0,1,307
4126,2011-06-25,3,6,19,0,6,0,1,375
4127,2011-06-25,3,6,20,0,6,0,1,269
4128,2011-06-25,3,6,21,0,6,0,1,202
4129,2011-06-25,3,6,22,0,6,0,1,187
4130,2011-06-25,3,6,23,0,6,0,2,179
4131,2011-06-26,3,6,0,0,0,0,1,115
4132,2011-06-26,3,6,1,0,0,0,1,90
4133,2011-06-26,3,6,2,0,0,0,1,87
4134,2011-06-26,3,6,3,0,0,0,1,34
4135,2011-06-26,3,6,4,0,0,0,1,11
4136,2011-06-26,3,6,5,0,0,0,1,12
4137,2011-06-26,3,6,6,0,0,0,1,20
4138,2011-06-26,3,6,7,0,0,0,1,51
4139,2011-06-26,3,6,8,0,0,0,1,107
4140,2011-06-26,3,6,9,0,0,0,1,206
4141,2011-06-26,3,6,10,0,0,0,1,332
4142,2011-06-26,3,6,11,0,0,0,1,346
4143,2011-06-26,3,6,12,0,0,0,1,443
4144,2011-06-26,3,6,13,0,0,0,1,442
4145,2011-06-26,3,6,14,0,0,0,1,443
4146,2011-06-26,3,6,15,0,0,0,1,403
4147,2011-06-26,3,6,16,0,0,0,1,455
4148,2011-06-26,3,6,17,0,0,0,2,421
4149,2011-06-26,3,6,18,0,0,0,2,382
4150,2011-06-26,3,6,19,0,0,0,2,317
4151,2011-06-26,3,6,20,0,0,0,2,213
4152,2011-06-26,3,6,21,0,0,0,2,183
4153,2011-06-26,3,6,22,0,0,0,1,114
4154,2011-06-26,3,6,23,0,0,0,1,78
4155,2011-06-27,3,6,0,0,1,1,3,32
4156,2011-06-27,3,6,1,0,1,1,2,15
4157,2011-06-27,3,6,2,0,1,1,3,6
4158,2011-06-27,3,6,3,0,1,1,3,2
4159,2011-06-27,3,6,4,0,1,1,2,9
4160,2011-06-27,3,6,5,0,1,1,2,22
4161,2011-06-27,3,6,6,0,1,1,2,94
4162,2011-06-27,3,6,7,0,1,1,2,261
4163,2011-06-27,3,6,8,0,1,1,1,447
4164,2011-06-27,3,6,9,0,1,1,2,187
4165,2011-06-27,3,6,10,0,1,1,2,150
4166,2011-06-27,3,6,11,0,1,1,2,150
4167,2011-06-27,3,6,12,0,1,1,2,170
4168,2011-06-27,3,6,13,0,1,1,2,164
4169,2011-06-27,3,6,14,0,1,1,2,158
4170,2011-06-27,3,6,15,0,1,1,2,202
4171,2011-06-27,3,6,16,0,1,1,1,275
4172,2011-06-27,3,6,17,0,1,1,1,604
4173,2011-06-27,3,6,18,0,1,1,1,591
4174,2011-06-27,3,6,19,0,1,1,1,396
4175,2011-06-27,3,6,20,0,1,1,1,305
4176,2011-06-27,3,6,21,0,1,1,1,242
4177,2011-06-27,3,6,22,0,1,1,1,145
4178,2011-06-27,3,6,23,0,1,1,1,81
4179,2011-06-28,3,6,0,0,2,1,2,30
4180,2011-06-28,3,6,1,0,2,1,1,13
4181,2011-06-28,3,6,2,0,2,1,2,11
4182,2011-06-28,3,6,3,0,2,1,2,2
4183,2011-06-28,3,6,4,0,2,1,1,8
4184,2011-06-28,3,6,5,0,2,1,1,21
4185,2011-06-28,3,6,6,0,2,1,1,124
4186,2011-06-28,3,6,7,0,2,1,1,347
4187,2011-06-28,3,6,8,0,2,1,1,456
4188,2011-06-28,3,6,9,0,2,1,1,246
4189,2011-06-28,3,6,10,0,2,1,1,157
4190,2011-06-28,3,6,11,0,2,1,1,167
4191,2011-06-28,3,6,12,0,2,1,1,202
4192,2011-06-28,3,6,13,0,2,1,1,189
4193,2011-06-28,3,6,14,0,2,1,1,160
4194,2011-06-28,3,6,15,0,2,1,1,166
4195,2011-06-28,3,6,16,0,2,1,1,261
4196,2011-06-28,3,6,17,0,2,1,3,579
4197,2011-06-28,3,6,18,0,2,1,3,504
4198,2011-06-28,3,6,19,0,2,1,2,299
4199,2011-06-28,3,6,20,0,2,1,1,296
4200,2011-06-28,3,6,21,0,2,1,1,195
4201,2011-06-28,3,6,22,0,2,1,1,134
4202,2011-06-28,3,6,23,0,2,1,1,81
4203,2011-06-29,3,6,0,0,3,1,2,36
4204,2011-06-29,3,6,1,0,3,1,1,28
4205,2011-06-29,3,6,2,0,3,1,1,16
4206,2011-06-29,3,6,3,0,3,1,2,5
4207,2011-06-29,3,6,4,0,3,1,1,5
4208,2011-06-29,3,6,5,0,3,1,1,22
4209,2011-06-29,3,6,6,0,3,1,1,116
4210,2011-06-29,3,6,7,0,3,1,1,336
4211,2011-06-29,3,6,8,0,3,1,1,540
4212,2011-06-29,3,6,9,0,3,1,1,221
4213,2011-06-29,3,6,10,0,3,1,1,126
4214,2011-06-29,3,6,11,0,3,1,1,170
4215,2011-06-29,3,6,12,0,3,1,1,243
4216,2011-06-29,3,6,13,0,3,1,1,231
4217,2011-06-29,3,6,14,0,3,1,1,188
4218,2011-06-29,3,6,15,0,3,1,1,189
4219,2011-06-29,3,6,16,0,3,1,1,328
4220,2011-06-29,3,6,17,0,3,1,1,570
4221,2011-06-29,3,6,18,0,3,1,1,588
4222,2011-06-29,3,6,19,0,3,1,1,401
4223,2011-06-29,3,6,20,0,3,1,1,333
4224,2011-06-29,3,6,21,0,3,1,1,221
4225,2011-06-29,3,6,22,0,3,1,1,183
4226,2011-06-29,3,6,23,0,3,1,1,129
4227,2011-06-30,3,6,0,0,4,1,1,54
4228,2011-06-30,3,6,1,0,4,1,1,32
4229,2011-06-30,3,6,2,0,4,1,1,8
4230,2011-06-30,3,6,3,0,4,1,1,9
4231,2011-06-30,3,6,4,0,4,1,1,6
4232,2011-06-30,3,6,5,0,4,1,1,25
4233,2011-06-30,3,6,6,0,4,1,1,123
4234,2011-06-30,3,6,7,0,4,1,1,320
4235,2011-06-30,3,6,8,0,4,1,1,555
4236,2011-06-30,3,6,9,0,4,1,1,260
4237,2011-06-30,3,6,10,0,4,1,1,132
4238,2011-06-30,3,6,11,0,4,1,1,169
4239,2011-06-30,3,6,12,0,4,1,1,233
4240,2011-06-30,3,6,13,0,4,1,1,232
4241,2011-06-30,3,6,14,0,4,1,1,163
4242,2011-06-30,3,6,15,0,4,1,1,240
4243,2011-06-30,3,6,16,0,4,1,1,323
4244,2011-06-30,3,6,17,0,4,1,1,594
4245,2011-06-30,3,6,18,0,4,1,1,586
4246,2011-06-30,3,6,19,0,4,1,1,455
4247,2011-06-30,3,6,20,0,4,1,1,340
4248,2011-06-30,3,6,21,0,4,1,1,323
4249,2011-06-30,3,6,22,0,4,1,1,207
4250,2011-06-30,3,6,23,0,4,1,1,126
4251,2011-07-01,3,7,0,0,5,1,1,68
4252,2011-07-01,3,7,1,0,5,1,1,31
4253,2011-07-01,3,7,2,0,5,1,1,13
4254,2011-07-01,3,7,3,0,5,1,1,11
4255,2011-07-01,3,7,4,0,5,1,1,6
4256,2011-07-01,3,7,5,0,5,1,1,30
4257,2011-07-01,3,7,6,0,5,1,1,108
4258,2011-07-01,3,7,7,0,5,1,1,243
4259,2011-07-01,3,7,8,0,5,1,1,492
4260,2011-07-01,3,7,9,0,5,1,1,260
4261,2011-07-01,3,7,10,0,5,1,1,170
4262,2011-07-01,3,7,11,0,5,1,1,214
4263,2011-07-01,3,7,12,0,5,1,1,263
4264,2011-07-01,3,7,13,0,5,1,1,292
4265,2011-07-01,3,7,14,0,5,1,1,303
4266,2011-07-01,3,7,15,0,5,1,1,381
4267,2011-07-01,3,7,16,0,5,1,1,427
4268,2011-07-01,3,7,17,0,5,1,1,461
4269,2011-07-01,3,7,18,0,5,1,1,422
4270,2011-07-01,3,7,19,0,5,1,1,318
4271,2011-07-01,3,7,20,0,5,1,1,269
4272,2011-07-01,3,7,21,0,5,1,1,218
4273,2011-07-01,3,7,22,0,5,1,1,222
4274,2011-07-01,3,7,23,0,5,1,1,140
4275,2011-07-02,3,7,0,0,6,0,1,115
4276,2011-07-02,3,7,1,0,6,0,1,78
4277,2011-07-02,3,7,2,0,6,0,1,52
4278,2011-07-02,3,7,3,0,6,0,1,26
4279,2011-07-02,3,7,4,0,6,0,1,11
4280,2011-07-02,3,7,5,0,6,0,1,14
4281,2011-07-02,3,7,6,0,6,0,1,32
4282,2011-07-02,3,7,7,0,6,0,1,45
4283,2011-07-02,3,7,8,0,6,0,1,132
4284,2011-07-02,3,7,9,0,6,0,1,179
4285,2011-07-02,3,7,10,0,6,0,1,271
4286,2011-07-02,3,7,11,0,6,0,1,357
4287,2011-07-02,3,7,12,0,6,0,1,374
4288,2011-07-02,3,7,13,0,6,0,1,404
4289,2011-07-02,3,7,14,0,6,0,1,392
4290,2011-07-02,3,7,15,0,6,0,1,331
4291,2011-07-02,3,7,16,0,6,0,1,398
4292,2011-07-02,3,7,17,0,6,0,1,349
4293,2011-07-02,3,7,18,0,6,0,1,383
4294,2011-07-02,3,7,19,0,6,0,1,305
4295,2011-07-02,3,7,20,0,6,0,1,284
4296,2011-07-02,3,7,21,0,6,0,1,232
4297,2011-07-02,3,7,22,0,6,0,1,201
4298,2011-07-02,3,7,23,0,6,0,1,154
4299,2011-07-03,3,7,0,0,0,0,1,144
4300,2011-07-03,3,7,1,0,0,0,2,78
4301,2011-07-03,3,7,2,0,0,0,1,69
4302,2011-07-03,3,7,3,0,0,0,3,33
4303,2011-07-03,3,7,4,0,0,0,3,5
4304,2011-07-03,3,7,5,0,0,0,3,1
4305,2011-07-03,3,7,6,0,0,0,2,3
4306,2011-07-03,3,7,7,0,0,0,2,25
4307,2011-07-03,3,7,8,0,0,0,1,92
4308,2011-07-03,3,7,9,0,0,0,1,181
4309,2011-07-03,3,7,10,0,0,0,1,264
4310,2011-07-03,3,7,11,0,0,0,1,390
4311,2011-07-03,3,7,12,0,0,0,1,404
4312,2011-07-03,3,7,13,0,0,0,1,421
4313,2011-07-03,3,7,14,0,0,0,1,375
4314,2011-07-03,3,7,15,0,0,0,1,376
4315,2011-07-03,3,7,16,0,0,0,1,414
4316,2011-07-03,3,7,17,0,0,0,3,358
4317,2011-07-03,3,7,18,0,0,0,3,181
4318,2011-07-03,3,7,19,0,0,0,2,183
4319,2011-07-03,3,7,20,0,0,0,3,176
4320,2011-07-03,3,7,21,0,0,0,2,167
4321,2011-07-03,3,7,22,0,0,0,2,162
4322,2011-07-03,3,7,23,0,0,0,1,147
4323,2011-07-04,3,7,0,1,1,0,1,140
4324,2011-07-04,3,7,1,1,1,0,1,119
4325,2011-07-04,3,7,2,1,1,0,1,63
4326,2011-07-04,3,7,3,1,1,0,1,26
4327,2011-07-04,3,7,4,1,1,0,2,12
4328,2011-07-04,3,7,5,1,1,0,2,4
4329,2011-07-04,3,7,6,1,1,0,1,16
4330,2011-07-04,3,7,7,1,1,0,1,36
4331,2011-07-04,3,7,8,1,1,0,1,86
4332,2011-07-04,3,7,9,1,1,0,2,238
4333,2011-07-04,3,7,10,1,1,0,2,280
4334,2011-07-04,3,7,11,1,1,0,2,349
4335,2011-07-04,3,7,12,1,1,0,2,447
4336,2011-07-04,3,7,13,1,1,0,2,423
4337,2011-07-04,3,7,14,1,1,0,1,408
4338,2011-07-04,3,7,15,1,1,0,1,408
4339,2011-07-04,3,7,16,1,1,0,1,452
4340,2011-07-04,3,7,17,1,1,0,1,436
4341,2011-07-04,3,7,18,1,1,0,1,418
4342,2011-07-04,3,7,19,1,1,0,2,375
4343,2011-07-04,3,7,20,1,1,0,2,386
4344,2011-07-04,3,7,21,1,1,0,2,457
4345,2011-07-04,3,7,22,1,1,0,2,326
4346,2011-07-04,3,7,23,1,1,0,2,138
4347,2011-07-05,3,7,0,0,2,1,2,55
4348,2011-07-05,3,7,1,0,2,1,1,39
4349,2011-07-05,3,7,2,0,2,1,1,13
4350,2011-07-05,3,7,3,0,2,1,1,8
4351,2011-07-05,3,7,4,0,2,1,1,5
4352,2011-07-05,3,7,5,0,2,1,1,20
4353,2011-07-05,3,7,6,0,2,1,1,94
4354,2011-07-05,3,7,7,0,2,1,1,270
4355,2011-07-05,3,7,8,0,2,1,1,432
4356,2011-07-05,3,7,9,0,2,1,1,227
4357,2011-07-05,3,7,10,0,2,1,1,139
4358,2011-07-05,3,7,11,0,2,1,1,172
4359,2011-07-05,3,7,12,0,2,1,1,201
4360,2011-07-05,3,7,13,0,2,1,1,203
4361,2011-07-05,3,7,14,0,2,1,1,178
4362,2011-07-05,3,7,15,0,2,1,1,162
4363,2011-07-05,3,7,16,0,2,1,1,281
4364,2011-07-05,3,7,17,0,2,1,1,545
4365,2011-07-05,3,7,18,0,2,1,1,496
4366,2011-07-05,3,7,19,0,2,1,1,368
4367,2011-07-05,3,7,20,0,2,1,1,284
4368,2011-07-05,3,7,21,0,2,1,1,245
4369,2011-07-05,3,7,22,0,2,1,1,155
4370,2011-07-05,3,7,23,0,2,1,1,73
4371,2011-07-06,3,7,0,0,3,1,1,37
4372,2011-07-06,3,7,1,0,3,1,1,15
4373,2011-07-06,3,7,2,0,3,1,1,5
4374,2011-07-06,3,7,3,0,3,1,1,6
4375,2011-07-06,3,7,4,0,3,1,2,6
4376,2011-07-06,3,7,5,0,3,1,1,35
4377,2011-07-06,3,7,6,0,3,1,1,121
4378,2011-07-06,3,7,7,0,3,1,2,312
4379,2011-07-06,3,7,8,0,3,1,2,428
4380,2011-07-06,3,7,9,0,3,1,3,189
4381,2011-07-06,3,7,10,0,3,1,3,43
4382,2011-07-06,3,7,11,0,3,1,2,127
4383,2011-07-06,3,7,12,0,3,1,2,152
4384,2011-07-06,3,7,13,0,3,1,2,140
4385,2011-07-06,3,7,14,0,3,1,1,163
4386,2011-07-06,3,7,15,0,3,1,1,185
4387,2011-07-06,3,7,16,0,3,1,1,275
4388,2011-07-06,3,7,17,0,3,1,1,596
4389,2011-07-06,3,7,18,0,3,1,1,563
4390,2011-07-06,3,7,19,0,3,1,1,394
4391,2011-07-06,3,7,20,0,3,1,1,312
4392,2011-07-06,3,7,21,0,3,1,1,241
4393,2011-07-06,3,7,22,0,3,1,1,186
4394,2011-07-06,3,7,23,0,3,1,1,98
4395,2011-07-07,3,7,0,0,4,1,1,35
4396,2011-07-07,3,7,1,0,4,1,1,16
4397,2011-07-07,3,7,2,0,4,1,1,8
4398,2011-07-07,3,7,3,0,4,1,1,4
4399,2011-07-07,3,7,4,0,4,1,1,4
4400,2011-07-07,3,7,5,0,4,1,1,32
4401,2011-07-07,3,7,6,0,4,1,2,118
4402,2011-07-07,3,7,7,0,4,1,2,292
4403,2011-07-07,3,7,8,0,4,1,2,443
4404,2011-07-07,3,7,9,0,4,1,1,179
4405,2011-07-07,3,7,10,0,4,1,1,101
4406,2011-07-07,3,7,11,0,4,1,1,142
4407,2011-07-07,3,7,12,0,4,1,1,171
4408,2011-07-07,3,7,13,0,4,1,1,155
4409,2011-07-07,3,7,14,0,4,1,1,160
